National Total;Autonomous Communities and Cities;Index type;Indices and rates;Periodo;Total
Nacional;02 Aragón;Second-hand dwelling;Index;2015QIII;100.876
Nacional;02 Aragón;Second-hand dwelling;Index;2015QII;100.996
Nacional;02 Aragón;Second-hand dwelling;Index;2015QI;98.084
Nacional;02 Aragón;Second-hand dwelling;Index;2014QIV;99.831
Nacional;02 Aragón;Second-hand dwelling;Index;2014QIII;99.436
Nacional;02 Aragón;Second-hand dwelling;Index;2014QII;99.575
Nacional;02 Aragón;Second-hand dwelling;Index;2014QI;98.483
Nacional;02 Aragón;Second-hand dwelling;Index;2013QIV;99.533
Nacional;02 Aragón;Second-hand dwelling;Index;2013QIII;101.291
Nacional;02 Aragón;Second-hand dwelling;Index;2013QII;103.311
Nacional;02 Aragón;Second-hand dwelling;Index;2013QI;103.415
Nacional;02 Aragón;Second-hand dwelling;Index;2012QIV;112.333
Nacional;02 Aragón;Second-hand dwelling;Index;2012QIII;113.989
Nacional;02 Aragón;Second-hand dwelling;Index;2012QII;119.438
Nacional;02 Aragón;Second-hand dwelling;Index;2012QI;119.443
Nacional;02 Aragón;Second-hand dwelling;Index;2011QIV;130.222
Nacional;02 Aragón;Second-hand dwelling;Index;2011QIII;136.584
Nacional;02 Aragón;Second-hand dwelling;Index;2011QII;142.32
Nacional;02 Aragón;Second-hand dwelling;Index;2011QI;141.409
Nacional;02 Aragón;Second-hand dwelling;Index;2010QIV;152.837
Nacional;02 Aragón;Second-hand dwelling;Index;2010QIII;151.424
Nacional;02 Aragón;Second-hand dwelling;Index;2010QII;156.452
Nacional;02 Aragón;Second-hand dwelling;Index;2010QI;155.401
Nacional;02 Aragón;Second-hand dwelling;Index;2009QIV;158.005
Nacional;02 Aragón;Second-hand dwelling;Index;2009QIII;157.792
Nacional;02 Aragón;Second-hand dwelling;Index;2009QII;160.769
Nacional;02 Aragón;Second-hand dwelling;Index;2009QI;161.382
Nacional;02 Aragón;Second-hand dwelling;Index;2008QIV;166.77
Nacional;02 Aragón;Second-hand dwelling;Index;2008QIII;178.525
Nacional;02 Aragón;Second-hand dwelling;Index;2008QII;189.049
Nacional;02 Aragón;Second-hand dwelling;Index;2008QI;192.507
Nacional;02 Aragón;Second-hand dwelling;Index;2007QIV;193.876
Nacional;02 Aragón;Second-hand dwelling;Index;2007QIII;200.98
Nacional;02 Aragón;Second-hand dwelling;Index;2007QII;198.235
Nacional;02 Aragón;Second-hand dwelling;Index;2007QI;199.485
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2023QII;1.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2023QI;0.4
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2022QIV;-1.2
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2022QIII;0.8
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2022QII;2.2
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2022QI;2.3
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2021QIV;1
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2021QIII;1.3
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2021QII;1.9
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2021QI;1.5
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2020QIV;-0.1
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2020QIII;-0.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2020QII;1.8
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2020QI;-0.5
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2019QIV;0.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2019QIII;1.4
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2019QII;1.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2019QI;1.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2018QIV;1
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2018QIII;1.4
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2018QII;1.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2018QI;1.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2017QIV;0.9
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2017QIII;1
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2017QII;0
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2017QI;1.4
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2016QIV;0.6
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2016QIII;-0.2
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2016QII;1.3
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2016QI;0.4
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2015QIV;-0.8
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2015QIII;-0.1
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2015QII;3
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2015QI;-1.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2014QIV;0.4
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2014QIII;-0.1
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2014QII;1.1
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2014QI;-1.1
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2013QIV;-1.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2013QIII;-2
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2013QII;-0.1
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2013QI;-7.9
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2012QIV;-1.5
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2012QIII;-4.6
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2012QII;0
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2012QI;-8.3
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2011QIV;-4.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2011QIII;-4
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2011QII;0.6
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2011QI;-7.5
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2010QIV;0.9
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2010QIII;-3.2
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2010QII;0.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2010QI;-1.6
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2009QIV;0.1
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2009QIII;-1.9
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2009QII;-0.4
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2009QI;-3.2
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2008QIV;-6.6
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2008QIII;-5.6
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2008QII;-1.8
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2008QI;-0.7
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2007QIV;-3.5
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2007QIII;1.4
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2007QII;-0.6
Nacional;02 Aragón;Second-hand dwelling;Quarterly variation rate;2007QI;-0.5
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2023QII;1.7
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2023QI;2.1
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2022QIV;4.1
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2022QIII;6.4
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2022QII;7
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2022QI;6.7
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2021QIV;5.9
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2021QIII;4.7
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2021QII;2.7
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2021QI;2.5
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2020QIV;0.5
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2020QIII;1.2
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2020QII;3.4
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2020QI;3.4
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2019QIV;5.6
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2019QIII;5.9
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2019QII;5.9
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2019QI;5.9
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2018QIV;5.9
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2018QIII;5.8
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2018QII;5.4
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2018QI;3.6
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2017QIV;3.3
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2017QIII;3
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2017QII;1.8
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2017QI;3.1
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2016QIV;2.1
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2016QIII;0.6
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2016QII;0.7
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2016QI;2.4
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2015QIV;0.2
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2015QIII;1.4
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2015QII;1.4
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2015QI;-0.4
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2014QIV;0.3
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2014QIII;-1.8
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2014QII;-3.6
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2014QI;-4.8
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2013QIV;-11.4
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2013QIII;-11.1
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2013QII;-13.5
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2013QI;-13.4
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2012QIV;-13.7
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2012QIII;-16.5
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2012QII;-16.1
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2012QI;-15.5
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2011QIV;-14.8
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2011QIII;-9.8
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2011QII;-9
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2011QI;-9
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2010QIV;-3.3
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2010QIII;-4
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2010QII;-2.7
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2010QI;-3.7
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2009QIV;-5.3
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2009QIII;-11.6
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2009QII;-15
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2009QI;-16.2
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2008QIV;-14
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2008QIII;-11.2
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2008QII;-4.6
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2008QI;-3.5
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2007QIV;-3.3
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2007QIII;3.7
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2007QII;3.7
Nacional;02 Aragón;Second-hand dwelling;Annual variation;2007QI;9.9
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2023QII;2.1
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2023QI;0.4
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2022QIV;4.1
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2022QIII;5.3
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2022QII;4.5
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2022QI;2.3
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2021QIV;5.9
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2021QIII;4.8
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2021QII;3.5
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2021QI;1.5
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2020QIV;0.5
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2020QIII;0.6
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2020QII;1.3
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2020QI;-0.5
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2019QIV;5.6
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2019QIII;4.9
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2019QII;3.4
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2019QI;1.7
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2018QIV;5.9
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2018QIII;4.9
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2018QII;3.4
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2018QI;1.7
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2017QIV;3.3
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2017QIII;2.4
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2017QII;1.4
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2017QI;1.4
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2016QIV;2.1
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2016QIII;1.5
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2016QII;1.7
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2016QI;0.4
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2015QIV;0.2
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2015QIII;1
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2015QII;1.2
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2015QI;-1.7
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2014QIV;0.3
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2014QIII;-0.1
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2014QII;0
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2014QI;-1.1
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2013QIV;-11.4
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2013QIII;-9.8
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2013QII;-8
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2013QI;-7.9
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2012QIV;-13.7
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2012QIII;-12.5
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2012QII;-8.3
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2012QI;-8.3
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2011QIV;-14.8
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2011QIII;-10.6
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2011QII;-6.9
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2011QI;-7.5
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2010QIV;-3.3
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2010QIII;-4.2
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2010QII;-1
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2010QI;-1.6
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2009QIV;-5.3
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2009QIII;-5.4
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2009QII;-3.6
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2009QI;-3.2
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2008QIV;-14
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2008QIII;-7.9
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2008QII;-2.5
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2008QI;-0.7
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2007QIV;-3.3
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2007QIII;0.3
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2007QII;-1.1
Nacional;02 Aragón;Second-hand dwelling;Year-to-date variation rate;2007QI;-0.5
Nacional;03 Asturias. Principado de;General;Index;2023QII;130.306
Nacional;03 Asturias. Principado de;General;Index;2023QI;128.079
Nacional;03 Asturias. Principado de;General;Index;2022QIV;126.946
Nacional;03 Asturias. Principado de;General;Index;2022QIII;127.452
Nacional;03 Asturias. Principado de;General;Index;2022QII;126.693
Nacional;03 Asturias. Principado de;General;Index;2022QI;123.636
Nacional;03 Asturias. Principado de;General;Index;2021QIV;121.34
Nacional;03 Asturias. Principado de;General;Index;2021QIII;119.777
Nacional;03 Asturias. Principado de;General;Index;2021QII;118.855
Nacional;03 Asturias. Principado de;General;Index;2021QI;115.257
Nacional;03 Asturias. Principado de;General;Index;2020QIV;114.305
Nacional;03 Asturias. Principado de;General;Index;2020QIII;114.498
Nacional;03 Asturias. Principado de;General;Index;2020QII;114.686
Nacional;03 Asturias. Principado de;General;Index;2020QI;112.8
Nacional;03 Asturias. Principado de;General;Index;2019QIV;112.223
Nacional;03 Asturias. Principado de;General;Index;2019QIII;111.463
Nacional;03 Asturias. Principado de;General;Index;2019QII;110.472
Nacional;03 Asturias. Principado de;General;Index;2019QI;108.084
Nacional;03 Asturias. Principado de;General;Index;2018QIV;107.6
Nacional;03 Asturias. Principado de;General;Index;2018QIII;107.658
Nacional;03 Asturias. Principado de;General;Index;2018QII;105.095
Nacional;03 Asturias. Principado de;General;Index;2018QI;104.14
